Data Medicao;EVAPORACAO DO PICHE, DIARIA(mm);INSOLACAO TOTAL, DIARIO(h);PRECIPITACAO TOTAL, DIARIO(mm);TEMPERATURA MAXIMA, DIARIA(°C);TEMPERATURA MEDIA COMPENSADA, DIARIA(°C);TEMPERATURA MINIMA, DIARIA(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA(%);VENTO, VELOCIDADE MEDIA DIARIA(m/s);
2012-08-15;21;11,1;0;34,6;29;24;40;26;4,3;
2012-08-16;21,1;10,1;0;35;28,4;22,7;50,5;35;3,2;
2012-08-17;19;10,9;0;35,7;29,1;23,9;53,3;27;3,1;
2012-08-18;20,3;10,9;0;35,2;28,8;22,7;38,3;26;3,8;
2012-08-19;3,7;10,7;0;33,6;27,3;22,2;50,8;35;4,9;
2012-08-20;17,8;10,9;0;34;27,6;22,2;54,8;35;3,7;
2012-08-21;18;11,2;0;34,8;27,8;22,7;57,3;33;3,4;
2012-08-22;17,2;11,1;0;34,8;27,5;22,6;55;23;3,2;
2012-08-23;17,1;11,1;0;34,5;28,2;22,4;44;29;5,1;
2012-08-24;19,6;11,2;0;34,2;28;22,4;40;29;2,8;
2012-08-25;18,7;10,9;0;34;27,1;22;54,8;32;3,6;
2012-08-26;16,3;9,6;0;34,8;27,5;22;55,8;37;2,8;
2012-08-27;17;11;0;35,6;28,2;23;54,8;32;3,7;
2012-08-28;15,3;8,4;0;35,4;28,5;23,7;55,3;34;2,7;
2012-08-29;16;10,8;0;36,4;28,1;23,4;52,5;28;3,3;
2012-08-30;16,5;10,8;0;36,3;27,3;22,1;59,3;32;2,3;
2012-08-31;15,5;10,9;0;35;26,8;22;60,8;31;3,5;
2012-09-01;15,4;10,7;0;35,5;28;22,7;52,3;25;3,5;
2012-09-02;18,9;10,8;0;34,8;27,9;23,3;55,8;35;3,9;
2012-09-03;18,2;10,7;0;35;28,2;22,4;42,8;26;2,5;
2012-09-04;18,2;10,8;0;35;28,6;22,5;48,3;31;3,9;
2012-09-05;18,2;10,7;0;35;28,7;23,5;43,5;30;3,8;
2012-09-06;19,3;10,7;0;33,8;26,9;22;54;31;3,8;
2012-09-07;17,2;10,5;0;33,8;27;22;54,8;34;3,4;
2012-09-08;15;10,1;0;35;27,6;22,2;52;27;2,9;
2012-09-09;16,4;9,9;0;35,2;28,4;23,8;55,5;30;3,4;
2012-09-10;17,5;9,8;0;35,2;27,9;23,4;57,3;33;2,7;
2012-09-11;17,8;8,9;0;34,2;28;23;52;37;3,2;
2012-09-12;15,5;9,7;0;35,6;27,8;22,4;63,3;44;2;
2012-09-13;15,4;10,1;0;36,4;28;22,8;57,5;32;2,8;
2012-09-14;14,2;10,2;0;36;27,3;21,8;56,3;29;2,2;
2012-09-15;17,1;10,1;0;35,6;27,9;22,6;53;32;3,2;
2012-09-16;17,4;9,6;0;34,2;28,2;23,4;59;40;2,5;
2012-09-17;17;10;0;35,4;29,1;23,8;52,3;38;2,8;
2012-09-18;16,9;10,1;0;35;28,2;23,8;57,3;34;2,8;
2012-09-19;18,3;9,8;0;35,2;27,9;22,9;56,8;35;2,4;
2012-09-20;17,4;10,2;0;36,2;27,5;21,3;52;28;2,6;
2012-09-21;18,3;10,2;0;35,6;27;21,2;62,3;36;3,2;
2012-09-22;17;10,2;0;36,4;28,2;23,4;58,5;33;2,9;
2012-09-23;17,7;10,2;0;35,7;28,6;23;56,3;34;3,1;
2012-09-24;17,7;10,3;0;35,6;28,2;23,6;50,5;34;4,9;
2012-09-25;21,4;10,2;0;35,2;27,7;22,3;59,3;34;4,5;
2012-09-26;18;10,5;0;35,9;28,1;22,2;55,5;34;3;
2012-09-27;15,2;9,9;0;36,6;28,3;23;61,3;39;2,7;
2012-09-28;17;9,9;0;36,2;28,3;24,7;58,5;30;3;
2012-09-29;17,6;9,9;0;35;27,6;23,2;53,5;32;3;
2012-09-30;18,3;10,5;0;35,6;27,6;23,2;54,3;25;3,6;
2012-10-01;16,3;9,1;0;36;28,5;23,9;55;31;2,8;
2012-10-02;18,1;9,3;0;36,8;29;23;49;31;3,3;
2012-10-03;null;8,8;0;36,3;28,5;23,9;57,8;36;2,2;
2012-10-04;18,3;8,4;0;35,2;28;23,2;58,3;36;3,9;
2012-10-05;18,1;8,5;0;35,1;27,8;23,2;56,5;30;3,8;
2012-10-06;16,8;8,8;0;36,2;29,4;23,2;45,3;33;3,3;
2012-10-07;20,5;8,2;0;36,8;29,2;24,2;54,5;32;2;
2012-10-08;19,2;8,3;0;36,7;29,6;24,5;46,3;32;4,7;
2012-10-09;17,5;8,3;0;36;28,6;23,6;48,8;30;4,9;
2012-10-10;20,3;7,6;0;35,8;28,5;23,3;55,5;35;3,3;
2012-10-11;18,8;4,1;0;34,4;28;24,9;60,8;41;3,4;
2012-10-12;16,1;10,9;0;36,2;28,3;23;55,5;34;4,6;
2012-10-13;21,1;8,1;0;35,4;28,2;23,4;61,5;36;2,2;
2012-10-14;13,7;10,9;0;35,8;27,8;23,2;58,5;36;3;
2012-10-15;16,2;9,4;0;36,4;28,5;23,8;57,8;32;2,1;
2012-10-16;17,6;9,7;0;36,2;28,4;24;62;36;4,3;
2012-10-17;16,9;11,5;0;36,8;29,6;23,8;51,3;35;4,9;
2012-10-18;18,6;9,7;0;36,4;28;23;58,5;32;4,4;
2012-10-19;null;11,5;0;35,6;28;23,2;61,3;36;4,1;
2012-10-20;17,8;10,2;0;36,6;28,4;23;59,3;33;3,6;
2012-10-21;16,9;11,6;0;36;28,2;23,2;59;33;2,8;
2012-10-22;19,1;8,4;0;36,8;28,7;23,4;55,5;34;2,5;
2012-10-23;18,6;11,6;0;37,4;28,8;23;55,5;31;3,6;
2012-10-24;18,1;11,6;0;37,3;28,4;23,2;59;29;2,6;
2012-10-25;18,6;11,2;0;36,7;28,8;24,1;57,5;35;2,3;
2012-10-26;20;10,7;0;36,8;28,8;23,8;53;34;2,5;
2012-10-27;19,4;10,9;0;36,8;28,6;23,6;56,8;32;2,4;
2012-10-28;16,4;11,1;0;36,6;28,3;24,4;60;34;3;
2012-10-29;16,2;10,8;0;36,2;28,4;24,6;58,3;36;2,3;
2012-10-30;15,9;10,3;0;35,8;28;23,4;58,3;34;2,6;
2012-10-31;11,7;11,3;0;37,6;28,1;22,5;60;33;2,9;
2012-11-01;14,5;11,3;0;36,6;28;22,6;62,3;36;3,3;
2012-11-02;12,8;9,6;0;35,6;27,9;24,2;61,3;35;3,1;
2012-11-03;12,8;9,3;0;35,6;28,1;23,3;61,8;35;2,2;
2012-11-04;14,1;10,7;0;36,8;28,5;23,8;62,3;33;2,3;
2012-11-05;15;11;0;36,8;28,4;24;58,5;33;2,6;
2012-11-06;16,4;11,4;0;35,7;27,8;22,5;58,8;35;3,5;
2012-11-07;17,5;10,6;0;35,7;27,9;22,6;58,5;35;2,9;
2012-11-08;19,1;11,1;0;35,4;27,6;22,6;58,8;30;2,9;
2012-11-09;18,7;7,4;0;35,2;27,7;23,4;60,5;36;2,6;
2012-11-10;15,6;11,3;0;36;28,1;22,5;56,5;34;2,8;
2012-11-11;17,8;11,4;0;36,8;28,3;22,2;53,5;30;2,6;
2012-11-12;21,3;11,4;0;36,7;28,7;23,6;55,3;31;2,5;
2012-11-13;18,4;10,1;0;36,6;28,1;23,5;59;31;2,3;
2012-11-14;16,4;11,3;0;36,7;28;23,4;61,3;32;2,7;
2012-11-15;16,5;8,4;0;36,2;27,9;23,7;66;41;2;
2012-11-16;15,5;11,6;0;37,2;28,2;22,1;57,5;27;3,1;
2012-11-17;18,9;10,9;0;37;28,4;22,8;56,8;37;2,3;
2012-11-18;16,2;11,2;0;36,8;29,1;23,2;55;35;3,4;
2012-11-19;20,2;11,2;0;37,4;29,4;23,8;53,5;30;3,7;
2012-11-20;21,6;11,2;0;37,6;29,1;24;57,3;29;2,5;
2012-11-21;20,7;11,4;0;36,1;28,5;23,6;58,5;36;2,7;
2012-11-22;18;11,5;0;37,4;29,2;23,6;52,5;29;3,1;
2012-11-23;19,1;11;0;37,2;29;24,2;59,8;31;2,7;
2012-11-24;16,1;9,4;0;36,6;28,7;24,6;60;34;3,6;
2012-11-25;17,7;10,1;0;36,7;28,9;24,6;60;34;2,7;
2012-11-26;17,5;11,4;0;36,9;28,8;24;58,8;31;2,5;
2012-11-27;19,4;11,3;0;36,2;28,6;23,7;58,3;33;3,2;
2012-11-28;20,7;10,7;0;36,1;28,4;23,8;59,5;33;3,4;
2012-11-29;16,1;3;0;33,4;28;24,2;62,8;45;1,9;
2012-11-30;15;5,9;,1;33,5;27,5;25,4;68,8;46;2,9;
2012-12-01;12,1;10,7;0;35,5;28,1;23,8;62;36;2,3;
2012-12-02;14,6;11,1;0;36,2;28,6;24;60,8;35;3,1;
2012-12-03;17;8,9;0;36,2;28,7;24,8;61,3;37;3,1;
2012-12-04;17,8;9,5;0;36;28,6;23,6;59,3;39;2,7;
2012-12-05;17,7;9,6;0;36,6;28,9;23,4;55,8;34;2,2;
2012-12-06;19;8,1;0;36,1;29;25,3;57,3;38;1,5;
2012-12-07;19,4;11;0;36,2;28,4;23;60,8;37;2,7;
2012-12-08;18;10;0;36,3;28,9;23,5;56,8;36;3;
2012-12-09;16,8;8,9;0;36;28,7;24,8;64,8;49;2,2;
2012-12-10;13,9;8,5;0;35,1;28,4;24,5;60;42;3,2;
2012-12-11;15,1;11,4;0;36,2;28,6;23,4;59,8;38;2,3;
2012-12-12;19,8;11,3;0;36,8;28,7;23,5;60,8;37;3,5;
2012-12-13;16,3;11,5;0;36,6;28,7;23;59,8;30;3,4;
2012-12-14;17,7;11,4;0;37,1;29;24,1;61,3;31;3,1;
2012-12-15;17,4;10,7;0;37;29,1;24,8;62,5;36;2,8;
2012-12-16;18,3;9,8;0;36,2;29,5;25,1;55,5;37;2,8;
2012-12-17;17,5;10,9;0;36,6;28,9;23,8;61,5;38;2,1;
2012-12-18;18,4;6,7;0;35,6;28,7;24,3;64;40;2,6;
2012-12-19;15;9,9;0;36,6;28,9;25,2;64,5;40;2,1;
2012-12-20;18,8;9,7;0;36,7;29,1;25,7;58,8;39;2,7;
2012-12-21;19,1;11,1;0;37;29,2;24,2;59,3;43;2,3;
2012-12-22;17,2;11,2;0;37;29,2;24,1;60,8;39;2,7;
2012-12-23;18,7;11;0;36,8;29,1;24,6;62,3;35;3,5;
2012-12-24;19,5;7,2;0;35,3;29,1;25,3;57,3;42;2,5;
2012-12-25;19,6;11,2;0;37;29,1;24,6;60;36;2,3;
2012-12-26;17,2;10,8;0;36,8;29,3;24,5;62;39;3,1;
2012-12-27;16,3;10,6;0;37,4;29,3;23,8;65,8;35;3,4;
2012-12-28;17,1;10,5;0;37,2;29,1;24,7;67,5;33;3,5;
2012-12-29;18;6,7;0;35,6;28,8;25;70;47;2,2;
2012-12-30;17;9,6;0;36,6;29,5;25,8;69,8;44;2,7;
2012-12-31;18,7;4,5;0;35;28,6;24,8;64,8;39;3,1;
2013-01-01;15,7;5,9;0;36,6;29,4;26;64,5;42;2,3;
2013-01-02;15,5;7,4;0;36,4;29,2;25,8;63,8;41;2,6;
2013-01-03;15,1;3,5;0;35,6;28,7;26;68,3;41;2,5;
2013-01-04;12,8;1,8;0;33;27,7;25,6;75,5;50;1,2;
2013-01-05;12,7;8,5;3,8;34,5;28,4;24,3;64,3;45;2,6;
2013-01-06;15,9;10,1;0;36,8;28,8;24,2;65,8;42;2;
2013-01-07;14,3;11,2;0;36,8;29,4;25,1;62,8;37;2,1;
2013-01-08;16,3;10,5;0;36,8;29,5;25,3;61,8;47;2,6;
2013-01-09;19,8;11,4;0;36,8;29,2;25;59,8;36;2,3;
2013-01-10;17;11,2;0;37;29,2;25;62,8;36;3;
2013-01-11;17,4;10,6;0;36,6;29,3;25;57,5;41;2,8;
2013-01-12;18,5;10,9;0;36,9;29,5;24,2;54,8;37;3,1;
2013-01-13;21;11,6;0;37,3;30;24,7;55,8;29;2,6;
2013-01-14;20,5;7;0;34,8;29,3;26,5;63,5;49;2,1;
2013-01-15;16,5;9,2;0;36,2;29;24,6;65;40;2,4;
2013-01-16;12,3;7,5;0;36,2;28,9;25;68,3;47;1,9;
2013-01-17;12,9;10,8;0;37,1;29,5;25;60;34;2,9;
2013-01-18;18,3;7,7;0;36,5;29,3;24,4;61,8;38;2,5;
2013-01-19;17;7,6;0;36,3;29,4;25,7;65,3;38;2,4;
2013-01-20;13,1;4;11,1;34,3;28,5;25,3;75,5;54;2,3;
2013-01-21;17,3;10,5;0;36,8;29,6;26;67;44;1,5;
2013-01-22;14,4;5,2;0;36,2;29,3;26;64,8;47;1,9;
2013-01-23;15,3;11,2;0;36,4;28,9;22,7;64,5;60;2,9;
2013-01-24;18;9,8;0;36;29,1;24,2;58,5;34;1,8;
2013-01-25;20;10,6;0;36,7;29,3;24,3;57,8;35;2,2;
2013-01-26;17,8;10,9;0;37,4;28,9;23,7;64,5;34;3;
2013-01-27;17,3;9,5;0;35,8;28,9;25;61;35;2,8;
2013-01-28;21,9;11,5;0;36,2;28,8;24,3;61,5;40;3,2;
2013-01-29;19,7;11,5;0;37,2;28,5;23;61;35;2,6;
2013-01-30;17,5;10,8;0;37,5;29,1;23,6;60,5;33;2,5;
2013-01-31;18,2;11,2;0;37,6;29,5;25,2;56,8;33;3,3;
2013-02-01;19;11,4;0;37,2;29,7;25;56;34;2,6;
2013-02-02;19,3;11,1;0;37,8;29,7;24;60;33;3,1;
2013-02-03;19,5;11,1;0;38,2;30;25,2;60,3;34;3,5;
2013-02-04;21,4;10,5;0;37,3;29,5;25,2;59,8;33;2,6;
2013-02-05;18,4;11,1;0;37,6;29,4;24,8;60,3;32;2,8;
2013-02-06;18,1;9,8;0;37,2;29,5;25,6;60,8;36;3,3;
2013-02-07;17,4;11,1;0;36,8;29,4;24,9;57,8;34;2,7;
2013-02-08;19;11;0;37,8;30,1;25;64;42;2,3;
2013-02-09;18,7;10,3;0;37,9;30,4;26;56,3;33;3,2;
2013-02-10;20;10,9;0;38;30,3;25,1;58,5;34;2,7;
2013-02-11;18,1;11;0;36,4;30;26;63,3;42;4;
2013-02-12;19,3;10,7;0;37,9;30,4;25,2;58;32;3,7;
2013-02-13;20,9;11,3;0;37,7;30,5;26,1;60,3;39;3,2;
2013-02-14;19,8;9,5;0;36,8;28,7;25,2;70,3;46;2,2;
2013-02-15;10,7;2,4;1,2;36,8;28,2;23;74,8;53;2,7;
2013-02-16;11,5;8,5;1,3;36,4;28,9;25;77,3;68;2,9;
2013-02-17;15,2;2,8;3,6;33,4;27,5;24,6;82,5;64;2,6;
2013-02-18;6,3;8,6;,7;35,6;27,8;24,3;77;45;2,2;
2013-02-19;7,7;9;8,8;34,9;28,3;23,4;73,3;50;3,4;
2013-02-20;12,8;11,1;0;36;29,2;24,8;66,3;52;2,4;
2013-02-21;5,4;10,3;0;36,5;29,3;25,4;66;48;3,2;
2013-02-22;18,4;3,4;0;36,2;29;24;66,3;49;2,1;
2013-02-23;16,2;9,6;0;35,8;28,9;24;65,5;42;2,9;
2013-02-24;16,8;10,4;0;36,9;29,6;24,7;63,8;45;3,4;
2013-02-25;19,4;10,4;0;37,9;29,9;25;62,5;37;2,3;
2013-02-26;19,3;11,2;0;37,8;30;24,6;61,3;39;2,5;
2013-02-27;23;11,1;0;37,5;29,8;24,6;60,5;43;3,2;
2013-02-28;24,5;11,3;0;37,8;29,9;25;63,8;41;3,3;
2013-03-01;23,2;11,2;0;38;30;24,2;65,5;39;3,3;
2013-03-02;24,7;8,1;0;37,1;31,3;26,2;53;43;4;
2013-03-03;22,8;4,1;1;36,3;30,4;26,2;64,5;44;4,7;
2013-03-04;18,6;9,7;0;38,1;29,5;24,2;65,3;41;3,1;
2013-03-05;13,5;9,7;19,8;37,2;30,1;25,8;67,8;40;2,3;
2013-03-06;19,2;9;0;36,9;30,1;26;69,5;45;4;
2013-03-07;19,5;4,3;0;35,3;28,6;24,4;70;48;2,3;
2013-03-08;14,8;9;0;36,5;29,3;24;66,5;43;2,5;
2013-03-09;14,2;5,2;0;35,6;28,6;24,4;70,3;51;1,9;
2013-03-10;10,4;10,3;2,9;36,8;29,4;24,8;71;41;3;
2013-03-11;13,8;10,9;0;37,4;29,9;25,2;61,3;37;3,7;
2013-03-12;17,1;10,7;0;37,2;29,4;24,8;64,5;37;2,1;
2013-03-13;18,4;10,9;0;37,3;29,8;25;63,8;43;2,8;
2013-03-14;18;10,9;0;36,9;29,7;25,5;59,8;39;2,7;
2013-03-15;17,2;10,7;0;38,4;30,1;25,1;62,8;43;3,4;
2013-03-16;19,3;8;0;37,2;29,1;23,8;65,3;43;2,4;
2013-03-17;13,2;10,2;14,7;36,4;29,2;23,7;62,8;48;2;
2013-03-18;13,7;7,4;0;36;29,4;26,1;67,8;50;2,9;
2013-03-19;14,2;,3;0;35,6;27,7;25;77;39;2;
2013-03-20;4,5;null;,8;null;29,3;null;62,5;42;1,7;
2013-03-21;18,1;10,9;,1;36,8;29,2;24,4;62,3;35;3,2;
2013-03-22;15,2;10,6;,3;36,7;29,5;25,4;64,8;42;2,7;
2013-03-23;17,2;7,7;0;35,4;29,2;26,3;63,3;46;3,5;
2013-03-24;11,6;8,5;,8;36,4;29,1;24,6;65,3;44;2,2;
2013-03-25;13,8;7,8;,1;36,6;29,2;25,3;66,3;44;2,2;
2013-03-26;12,7;6,5;0;36,5;29,5;26,2;64,5;45;1,7;
2013-03-27;11;8,9;0;36,2;29,5;25,6;69;52;2,4;
2013-03-28;13;8,3;0;36,4;30,1;26,8;66;53;3,1;
2013-03-29;16;7,7;0;37,2;29,8;26,6;67,3;43;1,9;
2013-03-30;16,3;11;1,2;36,4;30;26;61,3;39;2,5;
2013-03-31;17,1;11;0;37;29,8;25,8;59,8;41;3,8;
2013-04-01;16,3;11,2;0;37;29,2;24,6;59,3;30;3,2;
2013-04-02;16,2;10,8;0;37,2;29,6;25,4;62,5;38;2,2;
2013-04-03;15,9;7,6;0;35,9;29,3;25,6;63,5;51;1,2;
2013-04-04;16;9,8;0;36,8;30,2;26,8;54,8;36;3,9;
2013-04-05;15,4;6,8;0;36;29,5;26,6;64,3;47;1,5;
2013-04-06;12,7;11,1;0;36,9;29,5;25,2;57,3;37;2,5;
2013-04-07;13;9,6;5,9;36,9;29,4;25;67,8;50;1,9;
2013-04-08;9,3;7,1;0;36,8;28,1;23,5;75,3;47;2;
2013-04-09;6,6;10,4;10,5;35,9;29,1;24,8;67,3;41;2,7;
2013-04-10;11,1;9,8;0;35,9;29,4;24,6;60,3;42;3;
2013-04-11;15,2;9,4;0;36,6;29,7;24,4;60,8;39;2,7;
2013-04-12;15;10,9;0;37,2;30;26;62,5;38;2,3;
2013-04-13;14,3;9,5;0;36,1;29,5;25,2;65;40;2,5;
2013-04-14;13,3;10,7;0;36,6;29,1;24,4;60,3;39;2,7;
2013-04-15;12,8;10,5;0;37,1;29,7;25,3;63;40;2,9;
2013-04-16;12,6;9,4;0;35,9;29,7;26,2;64,5;44;2;
2013-04-17;9,4;8,9;13,4;36,2;29;24,7;71,3;48;1,7;
2013-04-18;11,5;7,4;0;35,2;27,6;24;86,8;65;1,6;
2013-04-19;5,8;9,7;6;35,4;28;24,2;78,8;52;1,4;
2013-04-20;8,4;3,2;99,4;27,6;24,7;22,3;88,5;76;1,5;
2013-04-21;2,6;4;20,3;31,1;25,7;22;82,5;64;,6;
2013-04-22;4,1;9;,3;32,3;28,1;23,3;74,8;64;1,4;
2013-04-23;6,5;10;9;32,4;27,4;23,3;74,3;51;2,6;
2013-04-24;7,3;3,3;38;30,6;26,2;22,1;82,3;67;1,5;
2013-04-25;4,7;9,8;19,5;32,1;26,7;22;81,5;65;1,2;
2013-04-26;5,8;9,7;,6;32,4;27,2;24,7;81;67;1,7;
2013-04-27;6,4;10,8;,3;33;28;24;70;52;2,6;
2013-04-28;8,3;5,3;0;31,7;27,9;24,8;71;60;1,9;
2013-04-29;8,5;6,2;0;31,8;26,8;24,3;80,5;62;1,9;
2013-04-30;6,2;6,6;,3;32;27,6;24,8;75,8;62;1,9;
2013-05-01;5,1;10,5;0;33,7;27,4;23,8;78,8;55;1,8;
2013-05-02;6,4;10,9;8,1;31,5;27,1;24;76,3;58;2,6;
2013-05-03;6,5;10,3;0;32,4;27,6;24,6;67,8;49;2,7;
2013-05-04;8,6;9,2;0;32,8;28,2;24,2;64,5;50;3;
2013-05-05;9;4,6;0;31,6;28,3;25,9;66,3;50;2,2;
2013-05-06;8,7;9,3;0;33,3;27,9;24,6;66,3;50;2,7;
2013-05-07;7,4;10,4;0;33,3;27,8;24,1;72,8;52;1,6;
2013-05-08;3,9;10,3;0;33,6;28,4;25;70;51;1,6;
2013-05-09;8,6;7,7;0;33,4;28,4;25,2;70,3;51;2,3;
2013-05-10;6,2;8,6;8,4;31,5;27,2;24,8;79,3;62;2,3;
2013-05-11;5,2;11;17,6;31,7;26,6;23,4;76,5;55;2,7;
2013-05-12;6,3;10;0;31,7;27,2;24,9;71,8;55;2,8;
2013-05-13;7,3;8,5;0;31,4;27,7;24,3;70,5;57;2,2;
2013-05-14;7,2;5,8;0;31,5;26,4;24,2;79;60;3;
2013-05-15;6;6,6;2,8;31,2;26,4;23,4;79;57;2;
2013-05-16;5;11;0;31,9;27,2;23,6;72,8;53;3,1;
2013-05-17;6,4;11;0;32,6;27,2;24;74,8;57;1;
2013-05-18;6,4;3,3;,1;30,6;26,3;24,3;82,5;67;2,2;
2013-05-19;4,9;5,9;3,1;30,4;26,3;24;71,3;57;1,6;
2013-05-20;5,7;10,8;0;31;27;23,3;61;48;2,5;
2013-05-21;7,5;4,4;0;31;27;24,4;77;66;1,5;
2013-05-22;5,6;9,5;0;32,6;27,3;24;75;53;1,7;
2013-05-23;6,6;9,6;0;32,1;27,7;24;72,5;54;1,3;
2013-05-24;7;7,6;0;32,4;27,2;24;85;70;1,8;
2013-05-25;4,1;8,4;1,1;32,9;27,2;24,2;78;60;1,2;
2013-05-26;5,7;8,8;,5;32,6;27,2;23;70,3;49;1,7;
2013-05-27;7,7;10,6;,1;32,5;27,1;22,8;70,3;51;1,7;
2013-05-28;7,9;9;0;31,3;26,7;23,2;75,8;61;2,3;
2013-05-29;6,9;10,8;0;33,1;27;22,4;69,5;45;2;
2013-05-30;7,8;8,9;0;31,7;26,3;21,8;73,5;56;1,7;
2013-05-31;6,6;10,7;,1;32,7;26,5;21,6;73;51;1,9;
2013-06-01;7,8;11;0;32,4;26,7;22;75;66;3,3;
2013-06-02;8,8;5,4;0;31,6;26,8;23,3;82;75;2,2;
2013-06-03;5,4;10,3;1,1;32,6;27;23,9;80;73;1,6;
2013-06-04;6,2;10,1;0;32,7;27,1;23,4;79;70;2;
2013-06-05;7,2;5,6;0;31,5;26,6;24,1;83;68;2;
2013-06-06;4,4;7,9;10,3;31;25,5;22,8;89;76;2,5;
2013-06-07;4,2;10,7;6,3;31,6;26,3;22,6;81;70;2,9;
2013-06-08;7,4;10,4;0;31,9;26,4;21,7;78;66;3,2;
2013-06-09;6,8;4,4;,2;30,3;26,3;23,4;78;81;2,3;
2013-06-10;6,7;10,8;0;31,9;26,7;22;74;65;4,1;
2013-06-11;8,5;7,4;0;31,8;27,1;23,3;74;60;2,3;
2013-06-12;8,7;7,7;0;32;26,7;23,7;86;63;3,3;
2013-06-13;5,6;7,9;2,3;31,1;25,9;23,2;92;83;1,8;
2013-06-14;4;8,7;10,6;30,4;26,1;22,8;87;85;1,7;
2013-06-15;4,7;10,5;0;30,9;26,5;23,6;81;69;2,6;
2013-06-16;5,4;10,7;0;32,1;27,1;23,3;82;70;2,8;
2013-06-17;8,4;10,7;0;32,3;26,9;23,2;79;70;2,5;
2013-06-18;7,2;10,7;0;32,6;27;22,8;76;65;2,8;
2013-06-19;9,1;10,5;0;32,7;27,3;22,8;78;72;1,8;
2013-06-20;8,7;10,7;0;32,4;27;22,6;70;63;4,5;
2013-06-21;8,2;8,1;0;32;25,8;23;89;68;1;
2013-06-22;5,2;0;61;25;23,3;21,9;97;100;,7;
2013-06-23;1,4;10,6;11;29,9;25,9;23;82;73;2,7;
2013-06-24;5,4;9,5;0;29,6;24,9;22,4;78;70;2,5;
2013-06-25;6,3;7,4;0;30,3;25,9;22;77;72;3,1;
2013-06-26;5,8;10,5;0;30,1;26,2;22,7;80;67;2,8;
2013-06-27;5,5;9,4;0;30,8;26,2;23,7;82;71;2,8;
2013-06-28;5,6;11;0;31,4;26,6;23,7;80;73;2,8;
2013-06-29;5,2;10,4;0;31,2;26,6;23,2;85;75;2,5;
2013-06-30;4,7;10;0;31,2;26,2;22,8;80;76;1,4;
2013-07-01;6,4;11;0;31;25,6;22,2;70,5;55;2,7;
2013-07-02;6,6;5,6;0;30,6;26;22,4;74;59;2;
2013-07-03;7;1,8;0;27,4;24,1;22,4;86,8;80;2,8;
2013-07-04;2,1;6,2;2,3;29,7;24,9;22;80,3;55;2,6;
2013-07-05;5,1;10,8;0;30,3;25,7;21;67,8;53;2,4;
2013-07-06;7,6;10,3;0;31;26,2;23,1;70,8;52;2,1;
2013-07-07;7,4;9,7;0;31,4;26,4;23,2;70,8;54;2;
2013-07-08;6,4;6,4;0;31;26,2;22,5;70,8;59;2,4;
2013-07-09;8,8;9,4;0;31,8;26,7;23,3;70,8;55;2,1;
2013-07-10;7,3;9,2;0;31,6;26,9;23,5;59;43;2,6;
2013-07-11;11,5;9,3;0;31,6;26,3;19,8;65;60;3,3;
2013-07-12;9,7;8,5;,3;29,8;25,1;22,3;86;67;1,3;
2013-07-13;5,6;8,4;,2;32;26,5;23,4;82;73;2,3;
2013-07-14;7,7;8,8;0;31,1;25,9;23,1;88;69;2,1;
2013-07-15;4,9;8,7;9,6;31,1;25,5;22,7;85;76;2,1;
2013-07-16;5,5;8,8;0;31,8;25,3;21,3;85;81;1,6;
2013-07-17;6,4;9,6;0;32,7;27;22,1;78;71;2,1;
2013-07-18;8,6;9,4;0;32;26,5;23;80;62;1,7;
2013-07-19;7,4;8,3;1;31,8;26,5;23,1;79;68;2,5;
2013-07-20;6,9;10,9;0;32,6;26,7;21,3;null;62;3,3;
2013-07-21;8,7;7,3;0;33,4;27,1;22,1;73;67;2;
2013-07-22;8,4;9,1;,5;32,8;27;23,4;74;63;4;
2013-07-23;8,4;10,6;0;33,2;26,9;21,4;71;64;3,6;
2013-07-24;9,7;,1;0;32,4;26,8;23,5;76;67;2,3;
2013-07-25;8,6;10,3;0;33,4;27;22,2;75;66;2,1;
2013-07-26;10,6;10,9;0;33,7;27;22,6;79;73;2,5;
2013-07-27;10,5;10,9;0;34,4;27,4;22,4;70;53;2;
2013-07-28;13;11,1;0;33,2;26,3;21,1;66;56;4,1;
2013-07-29;12,8;11;0;32,7;26,9;21,3;75;54;2,1;
2013-07-30;10,3;10,9;,7;33,6;27,1;21,6;65;53;4,3;
2013-07-31;12,8;9,5;0;33,6;27;23,8;57;29;3,8;
2013-08-01;13,2;11;0;34,2;27,5;21,5;56,3;33;2;
2013-08-02;15,2;8,7;0;32,6;27;22,4;57,8;43;3,7;
2013-08-03;12,8;10,9;0;34;26,7;21,3;62,5;41;3,2;
2013-08-04;12,3;11;0;34,3;27,1;22,5;61,5;37;2,9;
2013-08-05;12,6;11;0;35,3;27,5;21,6;59;32;2,5;
2013-08-06;14,6;8;0;34,8;28;23,1;58,8;34;2;
2013-08-07;13,4;10,9;0;34,9;27,2;22,7;62,3;32;4;
2013-08-08;13,5;10,9;0;34;27,2;22,4;56,5;32;3,4;
2013-08-09;13,8;7,2;0;32,8;27,1;22,1;61;43;3,4;
2013-08-10;11,2;11;0;35;27,6;21,9;61,8;36;4;
2013-08-11;13;7,2;0;33,6;27,5;23,8;62,5;47;4,3;
